urgency_id,location_id,category_id,technician_id
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe82b94eee2435616d66f2,24
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe82b94eee2435616d66f2,25
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe82b94eee2435616d66f2,26
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe82d34eee2435616d66f4,24
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe82d34eee2435616d66f4,25
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe82d34eee2435616d66f4,26
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe830e4eee2435616d66f8,24
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe830e4eee2435616d66f8,25
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe830e4eee2435616d66f8,26
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe831c4eee2435616d66fa,24
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe831c4eee2435616d66fa,25
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe831c4eee2435616d66fa,26
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe83294eee2435616d66fc,24
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe83294eee2435616d66fc,25
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe83294eee2435616d66fc,26
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe82b94eee2435616d66f2,24
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe82b94eee2435616d66f2,25
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe82b94eee2435616d66f2,26
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe82d34eee2435616d66f4,24
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe82d34eee2435616d66f4,25
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe82d34eee2435616d66f4,26
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe830e4eee2435616d66f8,24
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe830e4eee2435616d66f8,25
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe830e4eee2435616d66f8,26
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe831c4eee2435616d66fa,24
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe831c4eee2435616d66fa,25
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe831c4eee2435616d66fa,26
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe83294eee2435616d66fc,24
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe83294eee2435616d66fc,25
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe83294eee2435616d66fc,26
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe82b94eee2435616d66f2,24
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe82b94eee2435616d66f2,25
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe82b94eee2435616d66f2,26
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe82d34eee2435616d66f4,24
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe82d34eee2435616d66f4,25
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe82d34eee2435616d66f4,26
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe830e4eee2435616d66f8,24
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe830e4eee2435616d66f8,25
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe830e4eee2435616d66f8,26
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe831c4eee2435616d66fa,24
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe831c4eee2435616d66fa,25
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe831c4eee2435616d66fa,26
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe83294eee2435616d66fc,24
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe83294eee2435616d66fc,25
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe83294eee2435616d66fc,26
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe82b94eee2435616d66f2,24
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe82b94eee2435616d66f2,25
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe82b94eee2435616d66f2,26
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe82d34eee2435616d66f4,24
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe82d34eee2435616d66f4,25
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe82d34eee2435616d66f4,26
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe830e4eee2435616d66f8,24
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe830e4eee2435616d66f8,25
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe830e4eee2435616d66f8,26
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe831c4eee2435616d66fa,24
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe831c4eee2435616d66fa,25
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe831c4eee2435616d66fa,26
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe83294eee2435616d66fc,24
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe83294eee2435616d66fc,25
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe83294eee2435616d66fc,26
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe82b94eee2435616d66f2,24
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe82b94eee2435616d66f2,25
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe82b94eee2435616d66f2,26
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe82d34eee2435616d66f4,24
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe82d34eee2435616d66f4,25
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe82d34eee2435616d66f4,26
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe830e4eee2435616d66f8,24
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe830e4eee2435616d66f8,25
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe830e4eee2435616d66f8,26
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe831c4eee2435616d66fa,24
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe831c4eee2435616d66fa,25
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe831c4eee2435616d66fa,26
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe83294eee2435616d66fc,24
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe83294eee2435616d66fc,25
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe83294eee2435616d66fc,26
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe82b94eee2435616d66f2,24
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe82b94eee2435616d66f2,25
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe82b94eee2435616d66f2,26
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe82d34eee2435616d66f4,24
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe82d34eee2435616d66f4,25
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe82d34eee2435616d66f4,26
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe830e4eee2435616d66f8,24
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe830e4eee2435616d66f8,25
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe830e4eee2435616d66f8,26
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe831c4eee2435616d66fa,24
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe831c4eee2435616d66fa,25
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe831c4eee2435616d66fa,26
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe83294eee2435616d66fc,24
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe83294eee2435616d66fc,25
64f0017be5bb485a9c4118e4,64eea4ac4fc31abc4d0a68b1,64fe83294eee2435616d66fc,26
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe82b94eee2435616d66f2,24
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe82b94eee2435616d66f2,25
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe82b94eee2435616d66f2,26
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe82d34eee2435616d66f4,24
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe82d34eee2435616d66f4,25
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe82d34eee2435616d66f4,26
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe830e4eee2435616d66f8,24
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe830e4eee2435616d66f8,25
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe830e4eee2435616d66f8,26
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe831c4eee2435616d66fa,24
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe831c4eee2435616d66fa,25
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe831c4eee2435616d66fa,26
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe83294eee2435616d66fc,24
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe83294eee2435616d66fc,25
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe83294eee2435616d66fc,26
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe82b94eee2435616d66f2,24
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe82b94eee2435616d66f2,25
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe82b94eee2435616d66f2,26
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe82d34eee2435616d66f4,24
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe82d34eee2435616d66f4,25
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe82d34eee2435616d66f4,26
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe830e4eee2435616d66f8,24
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe830e4eee2435616d66f8,25
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe830e4eee2435616d66f8,26
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe831c4eee2435616d66fa,24
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe831c4eee2435616d66fa,25
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe831c4eee2435616d66fa,26
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe83294eee2435616d66fc,24
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe83294eee2435616d66fc,25
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe83294eee2435616d66fc,26
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe82b94eee2435616d66f2,24
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe82b94eee2435616d66f2,25
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe82b94eee2435616d66f2,26
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe82d34eee2435616d66f4,24
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe82d34eee2435616d66f4,25
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe82d34eee2435616d66f4,26
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe830e4eee2435616d66f8,24
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe830e4eee2435616d66f8,25
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe830e4eee2435616d66f8,26
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe831c4eee2435616d66fa,24
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe831c4eee2435616d66fa,25
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe831c4eee2435616d66fa,26
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe83294eee2435616d66fc,24
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe83294eee2435616d66fc,25
64f0017be5bb485a9c4118e4,64f001cee5bb485a9c4118f5,64fe83294eee2435616d66fc,26
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe82b94eee2435616d66f2,24
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe82b94eee2435616d66f2,25
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe82b94eee2435616d66f2,26
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe82d34eee2435616d66f4,24
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe82d34eee2435616d66f4,25
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe82d34eee2435616d66f4,26
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe830e4eee2435616d66f8,24
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe830e4eee2435616d66f8,25
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe830e4eee2435616d66f8,26
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe831c4eee2435616d66fa,24
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe831c4eee2435616d66fa,25
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe831c4eee2435616d66fa,26
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe83294eee2435616d66fc,24
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe83294eee2435616d66fc,25
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe83294eee2435616d66fc,26
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe82b94eee2435616d66f2,24
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe82b94eee2435616d66f2,25
64f0017be5bb485a9c4118e4,64eea4a64fc31abc4d0a68af,64fe82b94eee2435616d66f2,26
